tur_yaw = 0.03349999999997369, bal_yaw = -0.6964999539217938, pitch = 1.3496804984274384e-05, roll = -3.7399980161945e-05, YxRef = 1.794259058533697e-05, TxRef = 0.05749937893968374
tur_yaw = 0.033499999999973704, bal_yaw = -0.6964993365833405, pitch = 1.4018549954845819e-05, roll = -3.762820247929066e-05, YxRef = 1.8250102258556928e-05, TxRef = 0.057499690888382776
tur_yaw = 0.033499999999973704, bal_yaw = -0.6964999599391619, pitch = 1.4018549954845819e-05, roll = -3.762820247929066e-05, YxRef = 1.8250102258556928e-05, TxRef = 0.057499690888382776
tur_yaw = 0.03349999999997369, bal_yaw = -0.6964997402462316, pitch = 1.3580749559062829e-05, roll = -3.683049658706259e-05, YxRef = 1.8691378061321914e-05, TxRef = 0.05750011318061532
tur_yaw = 0.03349999999997369, bal_yaw = -0.6964999465910497, pitch = 1.3580749559062829e-05, roll = -3.683049658706259e-05, YxRef = 1.8691378061321914e-05, TxRef = 0.05750011318061532
tur_yaw = 0.033499999999973704, bal_yaw = -0.6965002805401797, pitch = 1.396509535699933e-05, roll = -3.6551543628876415e-05, YxRef = 1.8961232176174113e-05, TxRef = 0.057500402652707075
tur_yaw = 0.033499999999973704, bal_yaw = -0.696499958264089, pitch = 1.396509535699933e-05, roll = -3.6551543628876415e-05, YxRef = 1.8961232176174113e-05, TxRef = 0.057500402652707075
tur_yaw = 0.03349999999997369, bal_yaw = -0.6964993550390166, pitch = 1.5861109739240067e-05, roll = -4.313195877260766e-05, YxRef = 1.9228360814443142e-05, TxRef = 0.05750072093485759
tur_yaw = 0.03349999999997369, bal_yaw = -0.6964999460580217, pitch = 1.5861109739240067e-05, roll = -4.313195877260766e-05, YxRef = 1.9228360814443142e-05, TxRef = 0.05750072093485759
tur_yaw = 0.033499999999973704, bal_yaw = -0.6964997496916827, pitch = 1.526798973508117e-05, roll = -4.057844938200845e-05, YxRef = 1.9375099384263917e-05, TxRef = 0.05750084379193228
tur_yaw = 0.033499999999973704, bal_yaw = -0.696499941415943, pitch = 1.526798973508117e-05, roll = -4.057844938200845e-05, YxRef = 1.9375099384263917e-05, TxRef = 0.05750084379193228
tur_yaw = 0.033499999999973704, bal_yaw = -0.6964997153689836, pitch = 1.6331695465899737e-05, roll = -4.532297790487304e-05, YxRef = 1.9636129791913897e-05, TxRef = 0.05750113541638027
tur_yaw = 0.033499999999973704, bal_yaw = -0.6964999563489329, pitch = 1.6331695465899737e-05, roll = -4.532297790487304e-05, YxRef = 1.9636129791913897e-05, TxRef = 0.05750113541638027
tur_yaw = 0.03349999999997369, bal_yaw = -0.6965001601664589, pitch = 1.6096171757833708e-05, roll = -4.395719757711099e-05, YxRef = 2.0023450232612163e-05, TxRef = 0.05750151926830952
tur_yaw = 0.03349999999997369, bal_yaw = -0.6964999488050163, pitch = 1.6096171757833708e-05, roll = -4.395719757711099e-05, YxRef = 2.0023450232612163e-05, TxRef = 0.05750151926830952
tur_yaw = 0.0334999999999737, bal_yaw = -0.6964992904082091, pitch = 1.7120963592013458e-05, roll = -4.7078700514100624e-05, YxRef = 2.0238411970102826e-05, TxRef = 0.05750175470094403
